KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM42310,Nữ,Nghệ An,Năm 3,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,5,4,5,4,2,4,4
CTM42322,Nữ,Hồ Chí Minh,Năm 2,Quan hệ công chúng,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,3,4,4,5,2,3,3,4
CTM42335,Nữ,Đắk Lắk,Năm 3,Luật,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,4,4,4,3,4,4,4,4
CTM42458,Nam,Hà Nội,Năm 2,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,4,5,3,5,5
CTM42582,Nữ,Gia Lai,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,3,3,4,4,2,5,3,4,5
CTM42686,Nữ,Thanh Hóa,Năm 3,Tài chính doanh nghiệp,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,4,1,2,4,3,3,5
CTM42691,Nam,Đà Nẵng,Năm 4,Thương mại,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,Học tập,5,4,4,4,4,4,3,3,3,3
CTM42756,Nam,Đà Nẵng,Năm 4,Quản trị kinh doanh,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,5,5,5,4,5,5,5,4
CTM42772,Nữ,Quảng Trị,Năm 2,Thương mại,Nông dân,Dưới 1.500.000,Trên 2 năm,Học tập,2,2,3,3,5,4,5,2,5,5
CTM42916,Nữ,Quảng Trị,Năm 2,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,3,4,2,2,1,2,4
CTM42917,Nữ,Hà Nội,Năm 2,Kinh tế phát triển,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,5,4,5,2,5,5
CTM43273,Nam,Đắk Nông,Năm 2,Hệ thống thông tin quản lý,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",4,3,5,5,4,2,3,2,4,4
CTM43399,Nữ,Hà Tĩnh,Năm 4,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,3,5,3,5,3,5,5
CTM43412,Nam,Hồ Chí Minh,Năm 4,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,Học tập,5,4,3,3,3,5,5,5,3,3
CTM43421,Nam,Hồ Chí Minh,Năm 2,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,3,4,3,3,4,3
CTM43452,Nam,Đà Nẵng,Năm 1,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,5,5,5,5,5,5
CTM43487,Nam,Đắk Lắk,Năm 3,Thương mại điện tử,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,5,5,4,5,5,5,5,4
CTM43636,Nữ,Đà Nẵng,Năm 2,Quản trị chuỗi cung ứng,Kinh doanh tự do,Trên 5.000.000,Trên 2 năm,Học tập,5,4,4,4,4,4,4,4,4,4
CTM43741,Nữ,Quảng Trị,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",5,4,4,4,5,2,2,2,4,4
CTM43846,Nữ,Hà Nội,Năm 4,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,5,4,4,4,4,4
CTM43958,Nam,Hà Nội,Năm 2,Kiểm toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,4,4,3,4,4,3,5,3,4,4
CTM44092,Nữ,Đắk Lắk,Năm 1,Luật kinh tế,Nông dân,Dưới 1.500.000,Trên 2 năm,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,3,2,2,3,4,4
CTM44150,Nữ,Hà Tĩnh,Năm 3,Thương mại,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,4,2,3,4,3,4,3,4,4
CTM44211,Nữ,Phú Yên,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,3,3,5,4,5,3,4,4
CTM4436,Nam,Đắk Lắk,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game",4,3,5,5,3,4,3,4,4,5
CTM44365,Nữ,Hồ Chí Minh,Năm 1,Quản trị nguồn nhân lực,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,3,3,3,3,3,3,3
CTM44386,Nam,Đà Nẵng,Năm 2,Thương mại,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,4,3,4,4,4,3,3,5,4
CTM44430,Nữ,Nghệ An,Năm 4,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,3,2,3,4,5,3,4,3,4
CTM44439,Nữ,Đà Nẵng,Năm 4,Thương mại,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",2,2,4,4,5,1,2,1,2,4
CTM4454,Nam,Hà Nội,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",5,2,5,5,4,2,4,3,4,5
CTM44625,Nữ,Thừa Thiên Huế,Năm 4,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,4,3,4,4,4,4,3,4,4
CTM447,Nữ,Đắk Lắk,Năm 3,Quản trị chuỗi cung ứng,Nông dân,Dưới 1.500.000,Trên 2 năm,Học tập,5,4,2,3,4,4,4,2,3,4
CTM44730,Nữ,Thừa Thiên Huế,Năm 1,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,2,2,3,4,2,3,2,3,4
CTM44850,Nam,Đà Nẵng,Năm 1,Luật,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Khác,4,3,5,5,4,4,3,3,3,2
CTM44993,Nam,Hồ Chí Minh,Năm 2,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,3,4,5,4,4,4
CTM45303,Nữ,Thừa Thiên Huế,Năm 2,Kế toán,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",3,3,3,3,4,2,4,2,5,5
CTM45430,Nữ,Hồ Chí Minh,Năm 1,Quản trị nguồn nhân lực,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,5,5,2,3,4,4,3,2,3,4
CTM45547,Nữ,Hà Nội,Năm 2,Thương mại,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,4,4,2,2,4,4
CTM45660,Nam,Đắk Nông,Năm 3,Quản trị kinh doanh,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,5,4,4,2,5,4
CTM4567,Nữ,Đắk Nông,Năm 2,Quản trị Marketing,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",5,3,3,3,3,3,3,3,3,3
CTM45685,Nữ,Hà Nội,Năm 3,Quản trị kinh doanh,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,2,3,4,3,2,4,3,5
CTM45690,Nữ,Đà Nẵng,Năm 1,Quản trị khách sạn,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Chơi game,4,4,4,4,4,4,4,4,4,4
CTM45810,Nữ,Quảng Trị,Năm 3,Quản trị nguồn nhân lực,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,2,3,3,5,1,3,1,4,5
CTM45930,Nam,Hà Nội,Năm 3,Toán kinh tế,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",2,4,5,5,5,2,2,2,5,5
CTM45953,Nam,Quảng Bình,Năm 2,Quản trị nguồn nhân lực,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Khác",4,3,4,4,4,2,2,3,3,3
CTM4598,Nam,Hà Nội,Năm 2,Kiểm toán,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",3,2,3,4,3,2,3,2,4,3
CTM46007,Nữ,Quảng Trị,Năm 3,Quản trị tài chính,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,Học tập,5,4,2,3,4,3,5,2,3,4
CTM46088,Nữ,Hà Nội,Năm 2,Tài chính doanh nghiệp,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,2,2,4,4,4,3,3,4
CTM46191,Nữ,Hồ Chí Minh,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,5,4,4,4,4,5
CTM46193,Nữ,Thừa Thiên Huế,Năm 1,Luật,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,2,2,5,3,4,2,5,5
CTM46225,Nữ,Đà Nẵng,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game",3,3,4,4,4,3,2,3,4,2
CTM46312,Nam,Hà Nội,Năm 2,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,5,5,4,3,3,3,4,4
CTM46336,Nữ,Bình Định,Năm 2,Luật kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,5,3,3,4,4,5,3,3,4,4
CTM46361,Nam,Đà Nẵng,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,3,3,3,3,3,3
CTM46385,Nam,Hà Nội,Năm 4,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,Học tập,4,3,3,3,3,3,3,3,3,3
CTM4644,Nữ,Thừa Thiên Huế,Năm 3,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,4,4,4,4,4,4,4,4,3
CTM46471,Nam,Hồ Chí Minh,Năm 3,Quản trị kinh doanh,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,5,4,5,5
CTM46483,Nữ,Quảng Trị,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,3,3,2,2,3,2,3,3,2,3
CTM46701,Nam,Gia Lai,Năm 3,Quản trị Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,3,3,3,3,3,3
CTM4684,Nam,Đà Nẵng,Năm 2,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",5,4,5,5,4,5,5,4,4,5
CTM46947,Nữ,Hồ Chí Minh,Năm 1,Luật kinh tế,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,5,5,4,5,3,4,5,5,4
CTM47080,Nam,Hồ Chí Minh,Năm 3,Quan hệ công chúng,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,4,3,3,4,2,3,3,4,4
CTM4710,Nữ,Kon Tum,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,5,3,3,3,3,3,3,3,3,3
CTM47433,Nữ,Hồ Chí Minh,Năm 4,Ngoại thương,Công chức nhà nước,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,4,3,4,3,4,4
CTM47500,Nam,Hà Nội,Năm 4,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,5,5,4,2,3,4,5,5
CTM47598,Nữ,Đà Nẵng,Năm 3,Thương mại điện tử,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,3,3,4,4,5,2,4,4
CTM47639,Nữ,Hà Nội,Năm 2,Quản trị chuỗi cung ứng,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,5,5,4,4,5,5,5,3
CTM4767,Nam,Hồ Chí Minh,Năm 2,Quản trị nguồn nhân lực,Kinh doanh tự do,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,4,4,4,5,4
CTM47780,Nữ,Hà Nội,Năm 4,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",2,2,3,3,4,2,4,2,3,4
CTM47857,Nữ,Quảng Trị,Năm 3,Toán kinh tế,Nông dân,Dưới 1.500.000,Trên 2 năm,Học tập,4,4,4,5,4,3,2,2,4,5
CTM47998,Nữ,Bình Định,Năm 4,Luật kinh tế,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,4,5,2,3,2,5,5
CTM48119,Nữ,Gia Lai,Năm 4,Luật kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,4,5,3,3,2,4,5
CTM48185,Nam,Hồ Chí Minh,Năm 2,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,3,5,3,2,2,3
CTM48186,Nữ,Thanh Hóa,Năm 1,Quản trị dịch vụ du lịch và lữ hành,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,3,4,4,4,4,3
CTM48324,Nam,Quảng Trị,Năm 4,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,4,4,4,2,4,5,5
CTM48332,Nữ,Quảng Ngãi,Năm 3,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,3,5,2,5,2,4,3
CTM48330,Nam,Hà Nội,Năm 4,Luật,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",3,2,4,4,4,3,4,3,4,3
CTM48333,Nữ,Đắk Nông,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,4,3,3,4,2,3,3,2
CTM48371,Nam,Hà Tĩnh,Năm 3,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,3,4,4,5,3,4,3,3,5,3
CTM48384,Nữ,Hồ Chí Minh,Năm 2,Thương mại điện tử,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,4,3,3,4,4,4,2,4,4
CTM48421,Nam,Đà Nẵng,Năm 3,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,5,5,4,4,5,4,5,5
CTM48444,Nam,Gia Lai,Năm 2,Luật,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,4,4,3,3,3,4,4
CTM48453,Nữ,Hà Nội,Năm 3,Kế toán,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,Học tập,2,4,3,3,5,4,5,2,4,5
CTM48651,Nữ,Thừa Thiên Huế,Năm 3,Kế toán,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,2,2,3,4,4,5,2,5,5
CTM48664,Nam,Bình Định,Năm 2,Quan hệ công chúng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,4,4,4,4,4,4,4
CTM48793,Nam,Đà Nẵng,Năm 2,Ngân hàng,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,3,3,3,4,2,3,4,3,4
CTM48861,Nữ,Quảng Ngãi,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,4,2,5,2,5,4
CTM49137,Nam,Gia Lai,Năm 4,Tài chính doanh nghiệp,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,3,2,5,2,4,4
CTM49241,Nam,Thừa Thiên Huế,Năm 4,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,2,3,3,4,2,3,2,3,4
CTM49273,Nam,Đà Nẵng,Năm 4,Ngoại thương,Công chức nhà nước,Trên 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,4,3,3,3,2,3,4,4,3
CTM49384,Nữ,Hà Nội,Năm 3,Quản trị Marketing,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,5,3,5,4,5,5,5,4
CTM49444,Nam,Thừa Thiên Huế,Năm 3,Thương mại,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,4,4,1,1,2,3,4
CTM49664,Nam,Nghệ An,Năm 3,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,5,5,5,4,5,4,4,4
CTM49714,Nữ,Quảng Bình,Năm 4,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,3,3,4,3,5,3,5,4
CTM49786,Nữ,Đắk Lắk,Năm 4,Thương mại,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,3,3,4,5,5,4,4,3,3
CTM49806,Nam,Hà Nội,Năm 4,Thương mại điện tử,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",3,4,4,4,4,2,3,3,4,4
CTM49896,Nữ,Đà Nẵng,Năm 3,Ngoại thương,Kinh doanh tự do,Trên 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,4,4,4,2
CTM49998,Nam,Hồ Chí Minh,Năm 3,Ngoại thương,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,4,5,4,3,4,3
CTM50075,Nam,Bình Định,Năm 1,Thương mại điện tử,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,4,4,4,2,2,3,3,3,2
CTM50196,Nữ,Thừa Thiên Huế,Năm 2,Quản trị nguồn nhân lực,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,Học tập,3,2,3,3,4,3,4,2,4,4
CTM50330,Nam,Hồ Chí Minh,Năm 4,Quản trị dịch vụ du lịch và lữ hành,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,4,3,3,3,2,4,4
CTM50336,Nữ,Quảng Ngãi,Năm 1,Luật kinh tế,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,5,5,5,3,5,3,3,3
CTM50337,Nữ,Gia Lai,Năm 2,Tài chính doanh nghiệp,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,5,5,5,3,3,2,5,5
CTM50364,Nữ,Hồ Chí Minh,Năm 3,Ngoại thương,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",3,5,2,2,3,5,5,5,2,3
CTM50438,Nữ,Quảng Trị,Năm 3,Kế toán,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,4,4,4,4,2,4,4
CTM50471,Nữ,Hồ Chí Minh,Năm 4,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,3,5,5,4,4,5,4,4,4
CTM50601,Nữ,Quảng Trị,Năm 3,Toán kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,2,5,5,4,2,1,2,4,5
CTM5078,Nam,Đắk Lắk,Năm 3,Quản lý nhà nước,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,3,3,4,3,4,4
CTM50798,Nam,Đà Nẵng,Năm 3,Thương mại điện tử,Công chức nhà nước,Trên 5.000.000,Dưới 6 tháng,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,2,4,2,4,1,3,4,4
CTM50921,Nữ,Quảng Trị,Năm 4,Kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,5,3,4,4,4,4
CTM51018,Nam,Thừa Thiên Huế,Năm 4,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,5,3,4,2,5,4
CTM51030,Nữ,Thanh Hóa,Năm 2,Tài chính doanh nghiệp,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,3,4,4,5,5,4,4
CTM51061,Nam,Gia Lai,Năm 1,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,4,5,5,5,5
CTM51089,Nữ,Gia Lai,Năm 3,Thương mại,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,4,3,3,4,2,2,2,3,2
