KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM55181,Nam,Quảng Trị,Năm 3,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",4,3,4,4,5,2,3,2,4,4
CTM55194,Nữ,Hà Tĩnh,Năm 2,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,2,2,3,4,5,4,2,4,3
CTM55287,Nam,Quảng Ngãi,Năm 2,Luật kinh tế,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,3,4,2,3,1,4,4
CTM55297,Nam,Hà Nội,Năm 4,Thương mại điện tử,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game",5,3,4,4,2,3,2,4,3,2
CTM55420,Nữ,Quảng Bình,Năm 3,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",5,4,3,4,4,2,4,2,4,5
CTM55447,Nữ,Hà Nội,Năm 4,Thương mại điện tử,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,4,5,5,3,5,5
CTM55484,Nữ,Hà Nội,Năm 4,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,4,2,3,4,4,3,2,4,4
CTM55614,Nam,Gia Lai,Năm 4,Ngân hàng,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,4,4,4,4,4,4
CTM55787,Nam,Quảng Trị,Năm 4,Quản trị Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",4,5,5,5,4,2,3,4,5,5
CTM55818,Nữ,Quảng Trị,Năm 2,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,3,4,4,2,3,2,4,4
CTM55857,Nữ,Bình Định,Năm 4,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,4,3,3,4,4,2,2,3,4
CTM56001,Nữ,Quảng Bình,Năm 3,Luật kinh tế,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Làm việc",3,4,2,2,5,3,3,2,4,4
CTM56002,Nam,Hà Nội,Năm 3,Ngoại thương,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,3,4,3,3,5,5
CTM5611,Nam,Hồ Chí Minh,Năm 1,Khoa học dữ liệu,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",5,5,5,5,3,4,5,4,5,4
CTM56361,Nam,Quảng Bình,Năm 4,Quản trị dịch vụ du lịch và lữ hành,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,4,4,4,2,3,2,4,3
CTM56429,Nữ,Nghệ An,Năm 4,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,2,3,4,2,4,2,4,5
CTM56437,Nữ,Hồ Chí Minh,Năm 4,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc",3,5,2,2,3,5,5,4,5,5
CTM56466,Nữ,Đà Nẵng,Năm 4,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,2,2,3,3,4,3,3,3,3
CTM56488,Nam,Quảng Bình,Năm 3,Kiểm toán,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,2,3,4,2,4,2,4,4
CTM56492,Nữ,Gia Lai,Năm 4,Luật kinh tế,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Chơi game",4,2,3,3,4,2,3,3,4,3
CTM5656,Nữ,Bình Định,Năm 1,Quản trị khách sạn,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Chơi game,4,4,4,4,4,4,4,4,4,4
CTM56729,Nữ,Bình Định,Năm 1,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,4,4,4,5,5,5,4
CTM56755,Nam,Hồ Chí Minh,Năm 4,Quản trị kinh doanh,Nhân viên văn phòng,Trên 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,3,3,4,3,4,3,3
CTM56866,Nữ,Hà Tĩnh,Năm 2,Toán kinh tế,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,Học tập,5,4,4,5,3,3,2,4,5,5
CTM56882,Nam,Hà Nội,Năm 3,Toán kinh tế,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,4,4,5,5,4,3
CTM56950,Nữ,Đắk Lắk,Năm 2,Kế toán,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,2,2,5,4,2,2,3,4
CTM56983,Nữ,Đắk Lắk,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,2,3,4,4,4,3,4,2,3
CTM56984,Nữ,Thừa Thiên Huế,Năm 2,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,5,2,3,4,5,3,2,3,4
CTM57166,Nam,Hà Tĩnh,Năm 2,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,3,4,3,5,5,3
CTM57180,Nam,Hồ Chí Minh,Năm 4,Thương mại,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,5,5,5,5,5,5
CTM57301,Nữ,Quảng Trị,Năm 2,Luật,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,5,2,4,2,5,5
CTM57308,Nữ,Hà Nội,Năm 4,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,3,3,5,3,4,3,5,5
CTM57399,Nữ,Đắk Lắk,Năm 1,Kinh tế,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,4,5,2,2,2,5,5
CTM57421,Nữ,Đắk Lắk,Năm 2,Tài chính doanh nghiệp,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,2,2,2,4,3,4,3,4,4
CTM5743,Nữ,Hà Nội,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,3,4,2,3,2,3,4
CTM57492,Nam,Nghệ An,Năm 1,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Chơi game",4,3,5,5,3,3,5,4,5,4
CTM57529,Nam,Gia Lai,Năm 2,Thương mại điện tử,Công chức nhà nước,Trên 5.000.000,Dưới 6 tháng,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,3,4,4,1,3,3,3,2,1
CTM57531,Nam,Hồ Chí Minh,Năm 3,Ngoại thương,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,3,2,3,3,3,5,4,4,3,3
CTM57571,Nữ,Đắk Lắk,Năm 3,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,2,3,4,5,4,2,3,4
CTM57621,Nữ,Đà Nẵng,Năm 3,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,2,3,4,4,2,4,3,4,4
CTM57661,Nam,Hồ Chí Minh,Năm 2,Toán kinh tế,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",4,4,4,4,3,4,4,3,5,4
CTM57706,Nữ,Quảng Trị,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,3,4,4,2,4,2,4,5
CTM57748,Nữ,Hà Tĩnh,Năm 3,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,4,4,3,4,4,3,4,3,4,4
CTM57817,Nữ,Hồ Chí Minh,Năm 3,Toán kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,5,5,2,3,4,5,4,2,4,4
CTM57848,Nữ,Hà Nội,Năm 3,Toán kinh tế,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,4,5,4,2,4,2,4,4
CTM57890,Nữ,Gia Lai,Năm 4,Quản lý nhà nước,Nông dân,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,4,4,4,5,5,5,4,4,4
CTM57916,Nam,Đà Nẵng,Năm 3,Kiểm toán,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",4,4,3,4,3,5,3,4,3,3
CTM57957,Nam,Hồ Chí Minh,Năm 1,Luật kinh tế,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,3,4,2,3,2,5,4
CTM57993,Nam,Đắk Nông,Năm 2,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Chơi game",4,3,5,5,4,3,4,3,4,5
CTM58063,Nữ,Hà Tĩnh,Năm 2,Luật kinh tế,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,5,5,5,3,3,4
CTM58137,Nam,Đắk Lắk,Năm 4,Luật,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,4,5,3,4,2,4,4
CTM58166,Nữ,Quảng Bình,Năm 3,Thương mại,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,4,3,4,4,2,3,3,4,5
CTM58271,Nam,Quảng Ngãi,Năm 1,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,4,4,4,2,2,3,3,3,2
CTM58279,Nữ,Hồ Chí Minh,Năm 4,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,4,4,4,4
CTM58394,Nữ,Quảng Bình,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",5,5,5,5,5,5,5,5,5,5
CTM5840,Nữ,Quảng Trị,Năm 3,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,5,5,5,4,3,4,3,3,3
CTM58500,Nữ,Hà Tĩnh,Năm 2,Quản trị nguồn nhân lực,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,Học tập,3,4,2,3,3,4,3,2,4,3
CTM58611,Nữ,Hà Nội,Năm 1,Kinh tế,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,2,2,5,2,5,1,5,5
CTM58660,Nữ,Hồ Chí Minh,Năm 1,Quản trị dịch vụ du lịch và lữ hành,Kinh doanh tự do,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,5,5,5,5,5
CTM58787,Nữ,Hà Nội,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,2,2,3,4,2,3,4,4
CTM58872,Nam,Hồ Chí Minh,Năm 2,Quan hệ công chúng,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Chơi game",4,4,4,4,4,1,3,4,4,4
CTM58959,Nam,Hồ Chí Minh,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,4,4,5,4,5,4
CTM58972,Nữ,Gia Lai,Năm 1,Quản lý nhà nước,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,3,3,5,3,4,3,5,5
CTM59047,Nữ,Hồ Chí Minh,Năm 2,Quản trị khách sạn,Công chức nhà nước,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,4,3,5,4,5,2,5,4
CTM59101,Nữ,Nghệ An,Năm 4,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,4,3,5,1,2,1,3,4
CTM5916,Nam,Quảng Trị,Năm 3,Thương mại điện tử,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,Làm việc,4,4,4,4,4,3,3,3,4,4
CTM59222,Nữ,Bình Định,Năm 2,Ngoại thương,Nhân viên văn phòng,Trên 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,4,4,4,4,4,4
CTM5936,Nam,Hà Nội,Năm 2,Ngoại thương,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,4,4,3,3
CTM59477,Nam,Hà Tĩnh,Năm 1,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game",3,2,3,4,3,5,4,4,3,3
CTM59497,Nam,Quảng Bình,Năm 1,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",4,3,5,5,4,2,4,3,4,4
CTM59533,Nữ,Hà Tĩnh,Năm 3,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,4,3,3,4,4,4,2,3,4
CTM59554,Nữ,Hà Nội,Năm 2,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,2,2,2,4,4,3,4,2,4,3
CTM59676,Nữ,Quảng Trị,Năm 4,Quản trị khách sạn,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,1,1,3,1,1,1,3
CTM60051,Nữ,Hồ Chí Minh,Năm 3,Kế toán,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,4,4,4,4,4,4
CTM60097,Nữ,Thanh Hóa,Năm 2,Ngân hàng,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,2,3,4,4,4,3,5,5
CTM60129,Nữ,Quảng Trị,Năm 4,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,4,2,2,4,3,4,2,3,4
CTM60279,Nữ,Hà Nội,Năm 3,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,3,4,4,4,3,2,3,4
CTM60509,Nam,Nghệ An,Năm 2,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,4,4,3,2,3,2,4,3
CTM60557,Nam,Hồ Chí Minh,Năm 4,Ngân hàng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,3,3,4,3,3,3,3,3
CTM6062,Nữ,Hà Nội,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,5,5,4,3,4,3,4,4
CTM60782,Nữ,Hồ Chí Minh,Năm 2,Quản trị khách sạn,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,3,3,3,2,4,4,3,5,4
CTM60838,Nữ,Kon Tum,Năm 2,Quản trị chuỗi cung ứng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,5,3,3,4,4,3,4,2,4
CTM60873,Nữ,Quảng Trị,Năm 3,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,3,4,4,4,3,4,5,5
CTM60974,Nam,Đà Nẵng,Năm 2,Kiểm toán,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,4,4,4,4,4
CTM6107,Nữ,Thừa Thiên Huế,Năm 4,Kế toán,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc",2,2,2,3,3,2,3,4,3,3
CTM61430,Nữ,Hà Nội,Năm 4,Quản trị khách sạn,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",2,5,4,5,4,3,4,4,5,3
CTM61502,Nam,Gia Lai,Năm 4,Kế toán,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,5,5,4,3,5,5
CTM61589,Nữ,Gia Lai,Năm 3,Thương mại điện tử,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,4,4,3,2,5,3,4,4
CTM61637,Nam,Bình Định,Năm 4,Kế toán,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,3,3,3,3,3,3
CTM61689,Nam,Hồ Chí Minh,Năm 3,Ngoại thương,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,3,3,3,4,5,5,3,4,4
CTM61823,Nữ,Đà Nẵng,Năm 4,Quản trị kinh doanh,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,Chơi game,5,5,4,5,3,5,4,5,4,2
CTM61943,Nữ,Hồ Chí Minh,Năm 2,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,4,4,4,5,2,4,3,4
CTM61978,Nam,Hồ Chí Minh,Năm 2,Quản trị nguồn nhân lực,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,2,3,4,3,4,3,4,3,4
CTM62148,Nam,Quảng Bình,Năm 4,Luật kinh tế,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,2,2,4,2,3,2,4,3
CTM62244,Nữ,Gia Lai,Năm 1,Ngân hàng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,5,5,4,3,5,2,2,1,3,5
CTM62280,Nữ,Hà Nội,Năm 3,Thương mại,Nông dân,Dưới 1.500.000,Trên 2 năm,Học tập,3,2,3,3,4,3,2,3,4,4
CTM62325,Nam,Đắk Lắk,Năm 3,Quản trị khách sạn,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,4,4,4,5,2,2,3,4
CTM6271,Nam,Đà Nẵng,Năm 4,Toán kinh tế,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",3,4,5,5,5,3,3,4,5,5
CTM62764,Nữ,Quảng Ngãi,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,4,4,5,3,4,3,4,3
CTM62778,Nữ,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,4,4,4,3,3,4,4,4,2
CTM62859,Nam,Hà Tĩnh,Năm 2,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,4,4,3,4,2,4,4
CTM62870,Nam,Thanh Hóa,Năm 2,Ngân hàng,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,4,4,2,3,1,3,4
CTM62896,Nữ,Nghệ An,Năm 4,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,2,2,3,4,4,2,2,4,4
CTM62921,Nữ,Quảng Ngãi,Năm 2,Thương mại điện tử,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,4,4,2,4,2,3,3,2
CTM62987,Nữ,Đắk Nông,Năm 4,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,2,3,4,4,2,3,2,3,4
CTM63014,Nam,Đắk Nông,Năm 3,Kiểm toán,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",3,3,3,4,4,5,4,4,4,3
CTM6304,Nữ,Đắk Lắk,Năm 2,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,5,5,5,4,4,5,5,5
CTM63154,Nữ,Thanh Hóa,Năm 4,Thương mại điện tử,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,4,5,4,4,3,3
CTM63216,Nam,Thừa Thiên Huế,Năm 1,Khoa học dữ liệu,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,4,2,5,2,3,4
CTM63282,Nam,Quảng Trị,Năm 1,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",2,2,4,4,5,3,2,3,4,5
CTM63287,Nam,Đắk Nông,Năm 1,Ngoại thương,Công chức nhà nước,Trên 5.000.000,Từ 6 tháng - 1 năm,"Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,3,4,4,3,4,4,4
CTM63304,Nam,Đắk Lắk,Năm 3,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,3,3,4,4,4
CTM63410,Nam,Đà Nẵng,Năm 2,Thương mại,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game",4,3,4,4,3,3,4,3,3,2
CTM63454,Nam,Hà Nội,Năm 1,Khoa học dữ liệu,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Chơi game",3,3,5,5,4,2,3,2,4,3
CTM63634,Nam,Thừa Thiên Huế,Năm 3,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",3,2,2,4,3,2,3,4,3,4
CTM63734,Nữ,Quảng Bình,Năm 3,Quản trị nguồn nhân lực,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,4,5,3,3,4,4
